ticker,date,open,high,low,close,adjusted_close,volume
AAPL,2024-12-17,249.160000,250.800000,248.600000,250.240000,250.240000,15471734
AAPL,2024-12-18,251.320000,261.010000,249.910000,259.600000,259.600000,20732508
AAPL,2024-12-19,258.850000,262.370000,254.440000,257.960000,257.960000,26686294
AAPL,2024-12-20,256.300000,260.190000,250.910000,254.800000,254.800000,21092818
AAPL,2024-12-23,255.960000,258.890000,251.840000,254.770000,254.770000,25529106
AAPL,2024-12-24,254.580000,256.570000,253.800000,255.790000,255.790000,27765203
AAPL,2024-12-25,257.380000,257.750000,256.770000,257.140000,257.140000,19640670
AAPL,2024-12-26,255.140000,256.530000,247.930000,249.310000,249.310000,32887330
AAPL,2024-12-27,250.650000,251.220000,248.740000,249.310000,249.310000,16128786
AAPL,2024-12-30,248.910000,252.130000,247.900000,251.110000,251.110000,33250271
AAPL,2024-12-31,251.210000,257.470000,251.090000,257.350000,257.350000,23190193
AAPL,2025-01-01,256.950000,258.820000,255.640000,257.510000,257.510000,27652730
AAPL,2025-01-02,258.490000,259.760000,253.280000,254.550000,254.550000,25612185
AAPL,2025-01-03,253.720000,258.960000,252.720000,257.970000,257.970000,18005376
AAPL,2025-01-06,259.260000,264.580000,256.870000,262.200000,262.200000,14697747
AAPL,2025-01-07,261.360000,263.320000,259.030000,260.980000,260.980000,32308474
AAPL,2025-01-08,261,262.860000,258.650000,260.510000,260.510000,27205380
AAPL,2025-01-09,260.520000,264.290000,257.400000,261.170000,261.170000,21214158
AAPL,2025-01-10,260.760000,260.810000,258.020000,258.070000,258.070000,38729359
AAPL,2025-01-13,257.330000,264.130000,256.120000,262.930000,262.930000,28862154
AAPL,2025-01-14,265.230000,272.270000,261.480000,268.520000,268.520000,23249202
AAPL,2025-01-15,269.830000,275.390000,269.500000,275.060000,275.060000,36063999
AAPL,2025-01-16,275.480000,278.130000,272.470000,275.120000,275.120000,8142906
AAPL,2025-01-17,273.210000,273.460000,271.860000,272.110000,272.110000,14238083
AAPL,2025-01-20,273.890000,277.720000,272.980000,276.820000,276.820000,16491828
AAPL,2025-01-21,275.900000,278.080000,273.990000,276.170000,276.170000,23469093
AAPL,2025-01-22,274.680000,278.250000,274.500000,278.070000,278.070000,26283445
AAPL,2025-01-23,277.280000,277.890000,273.790000,274.390000,274.390000,32129147
AAPL,2025-01-24,272.740000,275.570000,264.280000,267.110000,267.110000,18380284
AAPL,2025-01-27,267.870000,269.580000,267.370000,269.080000,269.080000,26056737
AAPL,2025-01-28,269.660000,269.880000,267.530000,267.750000,267.750000,22487615
AAPL,2025-01-29,268.310000,275.850000,267.960000,275.500000,275.500000,20854218
AAPL,2025-01-30,274.950000,275.070000,266.980000,267.100000,267.100000,15052255
AAPL,2025-01-31,267.110000,267.750000,263.900000,264.540000,264.540000,34973915
AAPL,2025-02-03,263.900000,270.170000,261.660000,267.930000,267.930000,25954222
AAPL,2025-02-04,266.190000,269.380000,263.860000,267.060000,267.060000,11119421
AAPL,2025-02-05,268.080000,269.500000,257.520000,258.940000,258.940000,17318813
AAPL,2025-02-06,258.280000,258.950000,251.600000,252.270000,252.270000,30079595
AAPL,2025-02-07,251.680000,251.930000,251.420000,251.670000,251.670000,25542880
AAPL,2025-02-10,249.630000,250.100000,249.240000,249.700000,249.700000,25729848
AAPL,2025-02-11,249.900000,250.230000,249.080000,249.410000,249.410000,30342225
AAPL,2025-02-12,247.700000,253.810000,246.480000,252.590000,252.590000,26141205
AAPL,2025-02-13,253.330000,253.700000,252.270000,252.640000,252.640000,15030013
AAPL,2025-02-14,251.420000,252.500000,250.360000,251.440000,251.440000,16349540
AAPL,2025-02-17,251.340000,253.020000,244.200000,245.880000,245.880000,24889755
AAPL,2025-02-18,246.270000,248.240000,243.900000,245.880000,245.880000,39668918
AAPL,2025-02-19,247.030000,250.310000,246.840000,250.120000,250.120000,23381483
AAPL,2025-02-20,251.290000,252.020000,247.750000,248.470000,248.470000,28363196
AAPL,2025-02-21,249.860000,252.900000,243.050000,246.090000,246.090000,30674929
AAPL,2025-02-24,245.530000,246.010000,241.600000,242.070000,242.070000,22438391
AAPL,2025-02-25,241.830000,242.510000,239.840000,240.520000,240.520000,20492780
AAPL,2025-02-26,239.960000,242.140000,239.260000,241.440000,241.440000,25023710
AAPL,2025-02-27,242.330000,242.480000,238.470000,238.620000,238.620000,20319959
AAPL,2025-02-28,237.490000,239.370000,237.310000,239.190000,239.190000,38061310
AAPL,2025-03-03,239.210000,239.370000,235.260000,235.430000,235.430000,36340280
AAPL,2025-03-04,235.360000,236.300000,234.040000,234.990000,234.990000,23868223
AAPL,2025-03-05,233.170000,236.160000,231.220000,234.210000,234.210000,25850612
AAPL,2025-03-06,235.300000,236.020000,229.250000,229.970000,229.970000,18443319
AAPL,2025-03-07,229.480000,237.230000,227.830000,235.580000,235.580000,24365653
AAPL,2025-03-10,237.520000,239.310000,230.410000,232.200000,232.200000,24933723
AAPL,2025-03-11,233.230000,234.340000,229.410000,230.520000,230.520000,17170812
AAPL,2025-03-12,230.530000,230.570000,229.100000,229.140000,229.140000,26806877
AAPL,2025-03-13,231.360000,235.850000,227.390000,231.890000,231.890000,18046209
AAPL,2025-03-14,230.380000,231.860000,223.320000,224.800000,224.800000,29845344
AAPL,2025-03-17,226.080000,226.350000,221.500000,221.770000,221.770000,25647973
AAPL,2025-03-18,222.490000,229.080000,222.240000,228.820000,228.820000,23926324
AAPL,2025-03-19,229.080000,231.820000,227.600000,230.350000,230.350000,34306774
AAPL,2025-03-20,229.900000,230.750000,223.920000,224.770000,224.770000,15484721
AAPL,2025-03-21,223.310000,228.450000,220.430000,225.570000,225.570000,11256406
AAPL,2025-03-24,227.910000,235.400000,227.270000,234.760000,234.760000,18559796
AAPL,2025-03-25,233.070000,242.580000,230.030000,239.550000,239.550000,26345941
AAPL,2025-03-26,239.110000,245.310000,237.100000,243.300000,243.300000,24625345
AAPL,2025-03-27,241.910000,250.830000,239.290000,248.210000,248.210000,20511194
AAPL,2025-03-28,248.100000,250.800000,244.520000,247.220000,247.220000,21783793
AAPL,2025-03-31,248.500000,251.430000,247.910000,250.840000,250.840000,25090732
AAPL,2025-04-01,251.050000,255.920000,250.700000,255.570000,255.570000,10734787
AAPL,2025-04-02,255.170000,262.810000,254.910000,262.560000,262.560000,24966197
AAPL,2025-04-03,262.520000,264.570000,260.970000,263.010000,263.010000,25603099
AAPL,2025-04-04,263.440000,264.370000,260.930000,261.850000,261.850000,34040367
AAPL,2025-04-07,261.400000,262.630000,260,261.240000,261.240000,21845137
AAPL,2025-04-08,261.600000,264.110000,260.100000,262.600000,262.600000,39164408
AAPL,2025-04-09,263.400000,266.120000,257.730000,260.450000,260.450000,25771679
AAPL,2025-04-10,259.210000,265.830000,257.420000,264.040000,264.040000,24247152
AAPL,2025-04-11,262.330000,262.380000,260.140000,260.190000,260.190000,20023436
AAPL,2025-04-14,259.580000,264.180000,258.810000,263.410000,263.410000,27065713
AAPL,2025-04-15,262.520000,264.220000,257.220000,258.920000,258.920000,19722821
AAPL,2025-04-16,260.790000,261.740000,256.130000,257.070000,257.070000,31015751
AAPL,2025-04-17,255.370000,256.450000,252.050000,253.120000,253.120000,27230194
AAPL,2025-04-18,251.600000,255.520000,250.990000,254.910000,254.910000,13694416
AAPL,2025-04-21,254.860000,255.230000,248.830000,249.200000,249.200000,20586967
AAPL,2025-04-22,249.050000,255.300000,247.210000,253.460000,253.460000,23836349
AAPL,2025-04-23,252.530000,257.440000,252.140000,257.050000,257.050000,19821403
AAPL,2025-04-24,258.850000,259.300000,254.850000,255.300000,255.300000,6820340
AAPL,2025-04-25,255.030000,258.470000,253.550000,257,257,24652433
AAPL,2025-04-28,256.470000,269.570000,255.200000,268.300000,268.300000,33041939
AAPL,2025-04-29,268.220000,269.820000,257.390000,258.990000,258.990000,20957925
AAPL,2025-04-30,258.870000,259.150000,258.260000,258.540000,258.540000,18921067
AAPL,2025-05-01,260.980000,261.750000,251.380000,252.150000,252.150000,33003985
AAPL,2025-05-02,251.900000,252,250.780000,250.880000,250.880000,31171630
AAPL,2025-05-05,252.030000,253.840000,244.920000,246.730000,246.730000,22701702
AAPL,2025-05-06,247.070000,247.900000,243.560000,244.390000,244.390000,37570920
AAPL,2025-05-07,242.490000,248.390000,242.330000,248.230000,248.230000,26145799
AAPL,2025-05-08,248.110000,248.660000,244.390000,244.940000,244.940000,35064819
AAPL,2025-05-09,243.600000,247.440000,243.430000,247.270000,247.270000,26562920
AAPL,2025-05-12,246.520000,250.900000,245.020000,249.400000,249.400000,27765113
AAPL,2025-05-13,249.190000,250.820000,243.070000,244.690000,244.690000,17299852
AAPL,2025-05-14,245.310000,248.530000,245.110000,248.330000,248.330000,23914987
AAPL,2025-05-15,248.450000,252.620000,242.650000,246.810000,246.810000,21884393
AAPL,2025-05-16,246.450000,253.010000,245.120000,251.670000,251.670000,10071915
AAPL,2025-05-19,252.550000,258.510000,252.180000,258.140000,258.140000,29795598
AAPL,2025-05-20,257.640000,259.630000,257.310000,259.300000,259.300000,32939848
AAPL,2025-05-21,259.710000,262.160000,258.950000,261.400000,261.400000,26542777
AAPL,2025-05-22,260.790000,263.130000,259.580000,261.920000,261.920000,29733045
AAPL,2025-05-23,260.900000,263.420000,260.890000,263.400000,263.400000,15887624
AAPL,2025-05-26,263.240000,264.120000,262.720000,263.600000,263.600000,25372280
AAPL,2025-05-27,261.430000,269.170000,260.040000,267.780000,267.780000,14591048
AAPL,2025-05-28,267.190000,269.190000,263.020000,265.030000,265.030000,27567256
AAPL,2025-05-29,264.870000,268.560000,263.650000,267.340000,267.340000,11243536
AAPL,2025-05-30,265.840000,268.340000,265.750000,268.250000,268.250000,31297162
AAPL,2025-06-02,270.920000,271.830000,266,266.920000,266.920000,21112739
AAPL,2025-06-03,267.820000,274.310000,267.790000,274.280000,274.280000,35299472
AAPL,2025-06-04,273.280000,281.060000,271.540000,279.320000,279.320000,22121679
AAPL,2025-06-05,280.340000,281.740000,268.700000,270.100000,270.100000,13629861
AAPL,2025-06-06,270.050000,274.220000,268.490000,272.660000,272.660000,19907007
AAPL,2025-06-09,273.440000,275.950000,272.730000,275.240000,275.240000,23966119
AAPL,2025-06-10,273.830000,274.020000,266.020000,266.210000,266.210000,22791643
AAPL,2025-06-11,268.580000,269.100000,268.270000,268.780000,268.780000,14761244
AAPL,2025-06-12,271.780000,273.470000,257.940000,259.630000,259.630000,22421079
AAPL,2025-06-13,260.400000,260.700000,247.860000,248.160000,248.160000,28075646
AAPL,2025-06-16,247.510000,247.720000,246.390000,246.590000,246.590000,10121272
AAPL,2025-06-17,246.380000,248.280000,234.990000,236.880000,236.880000,27181088
AAPL,2025-06-18,236.470000,246.120000,232.440000,242.090000,242.090000,27076214
AAPL,2025-06-19,242.500000,249.840000,240.300000,247.640000,247.640000,35107752
AAPL,2025-06-20,247.470000,249.760000,247.200000,249.490000,249.490000,22019744
AAPL,2025-06-23,248.020000,250.280000,246.960000,249.210000,249.210000,17600079
AAPL,2025-06-24,250.670000,252.660000,245.740000,247.720000,247.720000,30756336
AAPL,2025-06-25,248.760000,250.800000,239.670000,241.710000,241.710000,35309944
AAPL,2025-06-26,242.300000,251.740000,241.080000,250.520000,250.520000,36089575
AAPL,2025-06-27,249.720000,255.100000,249,254.380000,254.380000,10440234
AAPL,2025-06-30,253.010000,264.490000,251.310000,262.790000,262.790000,18396284
AAPL,2025-07-01,262.010000,263.790000,260.300000,262.080000,262.080000,22397756
AAPL,2025-07-02,259.390000,260.490000,257.080000,258.180000,258.180000,20513444
AAPL,2025-07-03,258.020000,259.640000,255.360000,256.980000,256.980000,30679617
AAPL,2025-07-04,254.680000,261.200000,254.570000,261.090000,261.090000,31507415
AAPL,2025-07-07,260.750000,261.140000,258.840000,259.230000,259.230000,23496539
AAPL,2025-07-08,259.700000,261.350000,258.740000,260.390000,260.390000,32086080
AAPL,2025-07-09,260.410000,260.580000,259.110000,259.280000,259.280000,24536936
AAPL,2025-07-10,258.320000,262.410000,256.810000,260.890000,260.890000,19123500
AAPL,2025-07-11,261.720000,266.360000,259.250000,263.880000,263.880000,16615408
AAPL,2025-07-14,266.050000,267.410000,260.980000,262.340000,262.340000,21971654
AAPL,2025-07-15,262.250000,265.690000,259.910000,263.350000,263.350000,7000602
AAPL,2025-07-16,264.360000,266.560000,263.910000,266.110000,266.110000,29914768
AAPL,2025-07-17,265.890000,268.770000,264.120000,267,267,27690011
AAPL,2025-07-18,267.620000,270.740000,265.220000,268.340000,268.340000,26453169
AAPL,2025-07-21,268.640000,274.500000,266.870000,272.730000,272.730000,15895969
AAPL,2025-07-22,272.080000,274.660000,269.220000,271.790000,271.790000,19075311
AAPL,2025-07-23,272.810000,275.470000,270.750000,273.410000,273.410000,36520093
AAPL,2025-07-24,273.130000,274.040000,272.380000,273.300000,273.300000,25216661
AAPL,2025-07-25,275.180000,276.520000,274.140000,275.480000,275.480000,9645713
AAPL,2025-07-28,273.530000,278.870000,273.050000,278.400000,278.400000,31750138
AAPL,2025-07-29,276.910000,279.120000,274.360000,276.570000,276.570000,10230604
AAPL,2025-07-30,277.800000,278.360000,267.690000,268.250000,268.250000,37289719
AAPL,2025-07-31,270.250000,276.780000,267.030000,273.560000,273.560000,14146208
AAPL,2025-08-01,270.920000,271.900000,263.970000,264.950000,264.950000,25891077
AAPL,2025-08-04,262.820000,264.290000,255.430000,256.900000,256.900000,30596097
AAPL,2025-08-05,255.210000,263.850000,254.720000,263.370000,263.370000,27392303
AAPL,2025-08-06,262.560000,264.750000,261.580000,263.770000,263.770000,21676459
AAPL,2025-08-07,264.720000,273.050000,263.160000,271.490000,271.490000,8924944
AAPL,2025-08-08,271.670000,275.900000,271.340000,275.570000,275.570000,14346440
AAPL,2025-08-11,274.760000,277.300000,273.040000,275.580000,275.580000,27148482
AAPL,2025-08-12,276.490000,279.410000,270.780000,273.700000,273.700000,23020399
AAPL,2025-08-13,272.960000,273.280000,270.230000,270.550000,270.550000,20851259
AAPL,2025-08-14,270.750000,280.980000,270.450000,280.680000,280.680000,14914585
AAPL,2025-08-15,279.890000,283.150000,277.850000,281.110000,281.110000,28286184
AAPL,2025-08-18,282.070000,287.130000,280.770000,285.820000,285.820000,21693267
AAPL,2025-08-19,287.530000,290.440000,285.580000,288.490000,288.490000,37602630
AAPL,2025-08-20,288.800000,290.770000,288.340000,290.300000,290.300000,16441328
AAPL,2025-08-21,290.770000,292.300000,288.740000,290.270000,290.270000,18837794
AAPL,2025-08-22,293.250000,295.960000,292.100000,294.800000,294.800000,23126359
AAPL,2025-08-25,293.300000,299.410000,291.080000,297.190000,297.190000,18316185
AAPL,2025-08-26,295.410000,302.930000,292.100000,299.620000,299.620000,27696793
AAPL,2025-08-27,299.990000,305.910000,297.160000,303.080000,303.080000,19423702
AAPL,2025-08-28,302.380000,304.180000,298.910000,300.710000,300.710000,24887524
AAPL,2025-08-29,301.260000,303.200000,296.070000,298.010000,298.010000,26895274
AAPL,2025-09-01,297.740000,306.800000,294.160000,303.220000,303.220000,26537575
AAPL,2025-09-02,301.180000,306.520000,299.550000,304.890000,304.890000,23514087
AAPL,2025-09-03,303.850000,305.310000,301.040000,302.500000,302.500000,17408347
AAPL,2025-09-04,302.620000,308.460000,297.900000,303.750000,303.750000,30646191
AAPL,2025-09-05,303.100000,306.050000,302.550000,305.490000,305.490000,22753164
AAPL,2025-09-08,306.630000,311.090000,306.360000,310.810000,310.810000,16118316
AAPL,2025-09-09,309.850000,312.440000,299.050000,301.640000,301.640000,37517654
AAPL,2025-09-10,302.930000,304.390000,297.420000,298.870000,298.870000,26501114
AAPL,2025-09-11,295.860000,302.770000,295.410000,302.320000,302.320000,13846319
AAPL,2025-09-12,302.820000,303.440000,298.840000,299.450000,299.450000,31789288
AAPL,2025-09-15,300.920000,311.040000,300.210000,310.330000,310.330000,24261718
AAPL,2025-09-16,307.770000,314.680000,307.520000,314.430000,314.430000,37706897
AAPL,2025-09-17,313.450000,314.090000,312.510000,313.150000,313.150000,29953207
AAPL,2025-09-18,316.630000,317.490000,316.070000,316.930000,316.930000,20323905
AAPL,2025-09-19,317.570000,321.930000,313.910000,318.270000,318.270000,25417516
AAPL,2025-09-22,317.940000,319.710000,316.680000,318.440000,318.440000,21698597
AAPL,2025-09-23,320.890000,325.690000,317.700000,322.500000,322.500000,35162288
AAPL,2025-09-24,319.360000,320.450000,312.840000,313.930000,313.930000,39572801
AAPL,2025-09-25,310.380000,320.010000,308.210000,317.840000,317.840000,33148842
AAPL,2025-09-26,318.380000,327.800000,312.750000,322.160000,322.160000,27461243
AAPL,2025-09-29,319.950000,325.480000,318.440000,323.980000,323.980000,32459941
AAPL,2025-09-30,321.270000,321.850000,316.250000,316.830000,316.830000,28801926
AAPL,2025-10-01,317.210000,320.500000,314.630000,317.930000,317.930000,32922514
AAPL,2025-10-02,317.700000,318.190000,316.540000,317.030000,317.030000,37644890
AAPL,2025-10-03,317.960000,318.410000,305.890000,306.340000,306.340000,28055962
AAPL,2025-10-06,307.230000,310.160000,296.840000,299.770000,299.770000,20638327
AAPL,2025-10-07,301.420000,307.850000,300.720000,307.150000,307.150000,36817321
AAPL,2025-10-08,307.810000,312.180000,307.600000,311.970000,311.970000,19346634
AAPL,2025-10-09,312.900000,315.930000,310.430000,313.470000,313.470000,21071188
AAPL,2025-10-10,313.240000,315.450000,298.680000,300.890000,300.890000,20743777
AAPL,2025-10-13,301.590000,304.560000,300.960000,303.930000,303.930000,23042390
AAPL,2025-10-14,302.180000,304.140000,300.020000,301.980000,301.980000,36483481
AAPL,2025-10-15,301.880000,304.780000,298.270000,301.170000,301.170000,19449171
AAPL,2025-10-16,300.710000,302.840000,293.610000,295.740000,295.740000,35935799
AAPL,2025-10-17,294.700000,294.710000,289.100000,289.110000,289.110000,25775966
AAPL,2025-10-20,286.630000,288.300000,285.010000,286.680000,286.680000,7177375
AAPL,2025-10-21,284.790000,286.250000,280.610000,282.070000,282.070000,25136816
AAPL,2025-10-22,282.810000,285.490000,282.260000,284.950000,284.950000,15267803
AAPL,2025-10-23,286.700000,294.970000,284.450000,292.720000,292.720000,17847248
AAPL,2025-10-24,291.800000,297.090000,284.990000,290.280000,290.280000,24438432
AAPL,2025-10-27,290.470000,294.240000,289.360000,293.130000,293.130000,19772732
AAPL,2025-10-28,293.780000,299.850000,288.400000,294.470000,294.470000,18020571
AAPL,2025-10-29,296.120000,298.460000,296.030000,298.370000,298.370000,19376642
AAPL,2025-10-30,297.340000,302.470000,295.270000,300.410000,300.410000,18989106
AAPL,2025-10-31,300.880000,305.130000,291.480000,295.730000,295.730000,8823311
AAPL,2025-11-03,296.020000,298.630000,288.390000,291,291,19780071
AAPL,2025-11-04,290.540000,291.420000,281.280000,282.170000,282.170000,21261977
AAPL,2025-11-05,283.210000,286.950000,275.060000,278.800000,278.800000,29381757
AAPL,2025-11-06,279.030000,280.470000,276.690000,278.130000,278.130000,26729378
AAPL,2025-11-07,277.530000,285.400000,277.170000,285.040000,285.040000,15693281
AAPL,2025-11-10,283.340000,285.440000,281.960000,284.050000,284.050000,35455517
AAPL,2025-11-11,284.300000,285.720000,279.890000,281.320000,281.320000,23949960
AAPL,2025-11-12,280.640000,283.280000,280.310000,282.950000,282.950000,21112722
AAPL,2025-11-13,284.900000,285.930000,280.500000,281.530000,281.530000,28094661
AAPL,2025-11-14,281.120000,286.250000,272.330000,277.460000,277.460000,27484740
AAPL,2025-11-17,279.310000,281.610000,274.080000,276.380000,276.380000,26664307
AAPL,2025-11-18,276.990000,278.280000,270.900000,272.190000,272.190000,25727316
AAPL,2025-11-19,271.410000,273.330000,260.760000,262.680000,262.680000,20888249
AAPL,2025-11-20,263.410000,265.430000,249.510000,251.530000,251.530000,28631184
AAPL,2025-11-21,251.310000,253.990000,249.980000,252.650000,252.650000,15274055
AAPL,2025-11-24,251.740000,256.610000,250.120000,254.990000,254.990000,24693390
AAPL,2025-11-25,254.610000,257.990000,253.530000,256.920000,256.920000,41176019
AAPL,2025-11-26,258.630000,258.760000,251.950000,252.090000,252.090000,21633400
AAPL,2025-11-27,252.960000,255.590000,251.510000,254.140000,254.140000,20558042
AAPL,2025-11-28,252.270000,255.680000,250.960000,254.370000,254.370000,29128963
AAPL,2025-12-01,254,256.670000,252.570000,255.240000,255.240000,19747136
AAPL,2025-12-02,254.330000,254.410000,248.080000,248.160000,248.160000,29705202
AAPL,2025-12-03,248.240000,253.150000,247.530000,252.440000,252.440000,24974685
AAPL,2025-12-04,251.710000,256.150000,243.280000,247.720000,247.720000,22663115
AAPL,2025-12-05,249.530000,254.280000,245.140000,249.880000,249.880000,14662296
AAPL,2025-12-08,248.090000,253.590000,246.940000,252.430000,252.430000,30333369
AAPL,2025-12-09,252.750000,253.510000,248.070000,248.830000,248.830000,21889551
AAPL,2025-12-10,248.980000,250.080000,243.620000,244.720000,244.720000,21855643
AAPL,2025-12-11,245.590000,247.620000,244.420000,246.440000,246.440000,23832057
AAPL,2025-12-12,246.090000,248.460000,236.670000,239.050000,239.050000,20770799
AAPL,2025-12-15,237.820000,244.970000,236.200000,243.340000,243.340000,20157356
AAPL,2025-12-16,245.710000,247.940000,240.480000,242.720000,242.720000,18420832
AAPL,2025-12-17,242.180000,251.350000,240.490000,249.660000,249.660000,30753123
AAPL,2025-12-18,250.330000,250.710000,243.110000,243.490000,243.490000,21052875
AAPL,2025-12-19,243.060000,248.330000,241.500000,246.760000,246.760000,30112644
AAPL,2025-12-22,246.270000,252.920000,244.460000,251.110000,251.110000,16740773
AAPL,2025-12-23,250.430000,253.270000,246.070000,248.910000,248.910000,24968514
AAPL,2025-12-24,247.900000,255.280000,246.010000,253.400000,253.400000,26521495
AAPL,2025-12-25,254.590000,255.570000,252.310000,253.290000,253.290000,19029544
AAPL,2025-12-26,251.850000,252.670000,249.670000,250.490000,250.490000,20106181
AAPL,2025-12-29,250.640000,253.820000,249.900000,253.090000,253.090000,22105911
AAPL,2025-12-30,251.670000,256.990000,249.610000,254.930000,254.930000,19406578
AAPL,2025-12-31,255.570000,256.720000,249.170000,250.330000,250.330000,23126832
AAPL,2026-01-02,249.750000,250.800000,241.580000,242.630000,242.630000,34147403
AAPL,2026-01-05,242.470000,243.120000,240.780000,241.430000,241.430000,23172065
AAPL,2026-01-06,240.490000,240.620000,235.310000,235.430000,235.430000,20115826
AAPL,2026-01-07,235.090000,236.190000,232.910000,234.010000,234.010000,37009696
AAPL,2026-01-08,233.130000,234.270000,222.720000,223.860000,223.860000,22754462
AAPL,2026-01-09,223.650000,224.130000,223.360000,223.840000,223.840000,28279407
AAPL,2026-01-12,223.400000,225.060000,222.770000,224.440000,224.440000,32835820
AAPL,2026-01-13,221.870000,228.260000,220.230000,226.620000,226.620000,27966838
AAPL,2026-01-14,226.880000,228.320000,220.390000,221.830000,221.830000,18248053
AAPL,2026-01-15,221.940000,222.280000,219.500000,219.840000,219.840000,28322325
AAPL,2026-01-16,220,223.560000,217.690000,221.240000,221.240000,15887389
AAPL,2026-01-20,223.230000,224.180000,222.950000,223.900000,223.900000,29583326
AAPL,2026-01-21,222.980000,224.920000,219.030000,220.960000,220.960000,17080241
AAPL,2026-01-22,221.250000,223.130000,220.770000,222.660000,222.660000,16258571
AAPL,2026-01-23,221.050000,224.330000,220.130000,223.410000,223.410000,31686092
AAPL,2026-01-26,223.420000,223.870000,221.850000,222.300000,222.300000,25195269
AAPL,2026-01-27,222.800000,222.880000,220.910000,220.990000,220.990000,31834732
AAPL,2026-01-28,220.380000,221.050000,219.940000,220.610000,220.610000,31712779
AAPL,2026-01-29,220.940000,224.180000,219.400000,222.640000,222.640000,20384471
AAPL,2026-01-30,222.500000,223.140000,221.520000,222.160000,222.160000,22505463
AAPL,2026-02-02,221.880000,222.810000,219.720000,220.650000,220.650000,18747047
AAPL,2026-02-03,221.230000,222.690000,218.710000,220.160000,220.160000,28247327
AAPL,2026-02-04,220.710000,220.970000,218.640000,218.900000,218.900000,22005063
AAPL,2026-02-05,218.570000,219.480000,217.990000,218.900000,218.900000,19267683
AAPL,2026-02-06,220.250000,222.600000,219.310000,221.660000,221.660000,24258413
AAPL,2026-02-09,219.450000,221.370000,218.470000,220.380000,220.380000,21786990
AAPL,2026-02-10,219.120000,222.840000,218.650000,222.360000,222.360000,27529793
AAPL,2026-02-11,223.320000,224.520000,214.880000,216.070000,216.070000,32315486
AAPL,2026-02-12,217.450000,218.080000,212.190000,212.820000,212.820000,21820038
AAPL,2026-02-13,212.920000,219.280000,211.960000,218.320000,218.320000,23205904
AAPL,2026-02-17,218.150000,223.560000,217.600000,223,223,32089417
AAPL,2026-02-18,223.150000,225.750000,222.610000,225.210000,225.210000,15072445
AAPL,2026-02-19,226.580000,228.850000,221.670000,223.940000,223.940000,24538990
