snapshot_date,ticker,sp500_return_1m,nasdaq_return_1m,sector_return_1m,interest_rate,inflation,market_regime
2026-05-29,MSFT,0.001400,0.004500,0.065000,4.160000,2.140000,neutral
2026-05-29,NVDA,-0.046900,0.061400,-0.009500,4.160000,2.140000,neutral
2026-05-29,META,0.039500,0.044700,-0.018200,4.160000,2.140000,neutral
2026-05-29,GOOGL,0.000500,0.039200,0.089300,4.160000,2.140000,neutral
2026-05-29,AMZN,0.022500,-0.091200,-0.045900,4.160000,2.140000,neutral
2026-05-29,TSLA,-0.013600,-0.035600,0.051200,4.160000,2.140000,risk-off
2026-05-29,JPM,-0.003800,-0.019400,-0.002800,4.160000,2.140000,neutral
2026-05-29,V,0.021200,-0.009000,0.051000,4.160000,2.140000,risk-on
2026-05-29,NFLX,-0.053300,0.009800,0.009400,4.160000,2.140000,neutral
2026-06-05,AAPL,0.015900,0.009500,-0.050100,4.130000,2.190000,neutral
2026-06-05,MSFT,-0.014000,0.029700,-0.044200,4.130000,2.190000,neutral
2026-06-05,NVDA,0.044100,-0.050500,0.009100,4.130000,2.190000,risk-off
2026-06-05,META,-0.016500,0.010100,-0.057000,4.130000,2.190000,neutral
2026-06-05,GOOGL,-0.004500,-0.025200,0.044800,4.130000,2.190000,neutral
2026-06-05,AMZN,-0.022100,0.067100,0.044000,4.130000,2.190000,neutral
2026-06-05,TSLA,-0.014400,-0.010900,-0.052700,4.130000,2.190000,risk-off
2026-06-05,JPM,0.028400,-0.000100,0.003200,4.130000,2.190000,neutral
2026-06-05,V,-0.005500,-0.044900,0.038500,4.130000,2.190000,risk-on
2026-06-05,NFLX,-0.003400,0.035700,0.091900,4.130000,2.190000,neutral
2026-06-12,AAPL,0.026400,0.041900,0.114600,4.030000,2.060000,neutral
2026-06-12,MSFT,0.027800,-0.018400,-0.038000,4.030000,2.060000,risk-on
2026-06-12,NVDA,0.041700,0.021000,0.089300,4.030000,2.060000,risk-off
2026-06-12,META,0.047300,-0.067900,0.006400,4.030000,2.060000,neutral
2026-06-12,GOOGL,-0.005200,-0.010100,0.034100,4.030000,2.060000,neutral
2026-06-12,AMZN,0.010300,0.125300,0.041200,4.030000,2.060000,neutral
2026-06-12,TSLA,-0.010400,0.044800,-0.019400,4.030000,2.060000,risk-off
2026-06-12,JPM,-0.012100,0.139000,0.014100,4.030000,2.060000,neutral
2026-06-12,V,0.033800,-0.018300,-0.076500,4.030000,2.060000,risk-on
2026-06-12,NFLX,0.021300,-0.000200,0.006100,4.030000,2.060000,neutral
2026-06-18,AAPL,-0.013400,-0.003400,0.024400,4.060000,2.140000,neutral
2026-06-18,MSFT,0.007500,0.055000,0.051500,4.060000,2.140000,risk-on
2026-06-18,NVDA,-0.039800,-0.013400,0.052800,4.060000,2.140000,risk-off
2026-06-18,META,-0.028400,0.014600,0.024000,4.060000,2.140000,neutral
2026-06-18,GOOGL,-0.030300,0.067100,0.011100,4.060000,2.140000,neutral
2026-06-18,AMZN,0.052300,-0.023300,0.009400,4.060000,2.140000,neutral
2026-06-18,TSLA,0.058600,0.011600,-0.026100,4.060000,2.140000,risk-off
2026-06-18,JPM,-0.040100,0.011000,0.026300,4.060000,2.140000,neutral
2026-06-18,V,-0.010100,-0.029200,-0.021800,4.060000,2.140000,risk-on
2026-06-18,NFLX,-0.006800,-0.037100,-0.018300,4.060000,2.140000,risk-off
2026-06-26,AAPL,-0.038500,-0.048700,0.010300,3.940000,2.180000,risk-on
2026-06-26,MSFT,-0.019400,0.078700,0.000500,3.940000,2.180000,risk-on
2026-06-26,NVDA,0.056500,-0.015300,0.081400,3.940000,2.180000,risk-off
2026-06-26,META,-0.022900,0.114600,0.021300,3.940000,2.180000,neutral
2026-06-26,GOOGL,0.057100,-0.010200,0.035300,3.940000,2.180000,neutral
2026-06-26,AMZN,0.024800,0.040000,-0.025000,3.940000,2.180000,neutral
2026-06-26,TSLA,-0.011400,0.016600,0.033500,3.940000,2.180000,risk-off
2026-06-26,JPM,0.038600,-0.042900,0.048100,3.940000,2.180000,risk-on
2026-06-26,V,-0.006900,-0.022900,0.032400,3.940000,2.180000,risk-on
2026-06-26,NFLX,0.080500,-0.081000,-0.042900,3.940000,2.180000,risk-off
2026-07-02,AAPL,0.031600,0.008300,0.044300,3.920000,2.090000,risk-on
2026-07-02,MSFT,0.059500,0.093200,-0.032200,3.920000,2.090000,risk-on
2026-07-02,NVDA,-0.012700,0.034800,-0.013300,3.920000,2.090000,risk-off
2026-07-02,META,0.033400,-0.015700,-0.002300,3.920000,2.090000,neutral
2026-07-02,GOOGL,-0.025200,0.029200,0.015300,3.920000,2.090000,neutral
2026-07-02,AMZN,0.006200,0.028600,-0.001000,3.920000,2.090000,neutral
2026-07-02,TSLA,-0.002600,0.002700,-0.057400,3.920000,2.090000,risk-off
2026-07-02,JPM,0.031700,0.000900,-0.032800,3.920000,2.090000,risk-on
2026-07-02,V,0.025500,0.027500,0.079700,3.920000,2.090000,risk-on
2026-07-02,NFLX,0.026900,0.046800,0.008200,3.920000,2.090000,risk-off
2026-07-10,AAPL,-0.012900,0.067300,0.075100,3.870000,2,risk-on
2026-07-10,MSFT,0.035700,0.106400,0.021600,3.870000,2,risk-on
2026-07-10,NVDA,0.027500,0.034100,0.039800,3.870000,2,risk-off
2026-07-10,META,0.010200,0.000700,0.000500,3.870000,2,neutral
2026-07-10,GOOGL,-0.016500,-0.015400,-0.018700,3.870000,2,risk-on
2026-07-10,AMZN,0.055500,0.071800,-0.047400,3.870000,2,neutral
2026-07-10,TSLA,0.003700,0.012600,0.016400,3.870000,2,risk-off
2026-07-10,JPM,-0.020200,-0.049300,-0.038600,3.870000,2,risk-on
2026-07-10,V,0.034700,-0.078900,0.037200,3.870000,2,risk-on
2026-07-10,NFLX,-0.012100,-0.002800,-0.044500,3.870000,2,risk-off
2026-07-17,AAPL,0.012400,-0.006900,-0.008500,3.830000,2.230000,risk-on
